quote_id,snapshot_id,observed_at,root,expiry,settlement_at,exercise,settlement_style,option_type,strike,bid,ask,bid_size,ask_size
FIXTURE-60-005-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-03-16,2026-03-16T16:00:00-04:00,European,PM,C,4593.830223095979,1424.8688497607877,1426.3688497607877,5,7
FIXTURE-60-005-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-03-16,2026-03-16T16:00:00-04:00,European,PM,P,4593.830223095979,3.8010394579550484,4.462224486409286,5,7
FIXTURE-60-006-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-03-16,2026-03-16T16:00:00-04:00,European,PM,C,4729.385869023402,1292.4744523269487,1293.9744523269487,5,7
FIXTURE-60-006-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-03-16,2026-03-16T16:00:00-04:00,European,PM,P,4729.385869023402,5.791652574352,6.813338414527378,5,7
FIXTURE-60-007-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-03-16,2026-03-16T16:00:00-04:00,European,PM,C,4864.941514950824,1161.0456610380659,1162.5456610380659,5,7
FIXTURE-60-007-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-03-16,2026-03-16T16:00:00-04:00,European,PM,P,4864.941514950824,8.716802446542342,10.216802446542342,5,7
FIXTURE-60-008-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-03-16,2026-03-16T16:00:00-04:00,European,PM,C,5000.497160878247,1030.4241873683045,1031.9241873683045,5,7
FIXTURE-60-008-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-03-16,2026-03-16T16:00:00-04:00,European,PM,P,5000.497160878247,12.970244341878889,14.470244341878889,5,7
FIXTURE-60-009-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-03-16,2026-03-16T16:00:00-04:00,European,PM,C,5136.052806805669,901.4339454387818,902.9339454387818,5,7
FIXTURE-60-009-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-03-16,2026-03-16T16:00:00-04:00,European,PM,P,5136.052806805669,18.575218578350313,20.075218578350313,5,7
FIXTURE-60-010-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-03-16,2026-03-16T16:00:00-04:00,European,PM,C,5271.608452733091,774.3546761638848,775.8546761638848,5,7
FIXTURE-60-010-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-03-16,2026-03-16T16:00:00-04:00,European,PM,P,5271.608452733091,26.11915842148911,27.61915842148911,5,7
FIXTURE-60-011-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-03-16,2026-03-16T16:00:00-04:00,European,PM,C,5407.164098660513,649.9804281921694,651.4804281921694,5,7
FIXTURE-60-011-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-03-16,2026-03-16T16:00:00-04:00,European,PM,P,5407.164098660513,36.50593657442077,38.00593657442077,5,7
FIXTURE-60-012-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-03-16,2026-03-16T16:00:00-04:00,European,PM,C,5542.7197445879365,530.5436679927335,532.0436679927335,5,7
FIXTURE-60-012-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-03-16,2026-03-16T16:00:00-04:00,European,PM,P,5542.7197445879365,51.95899740919155,53.45899740919155,5,7
FIXTURE-60-013-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-03-16,2026-03-16T16:00:00-04:00,European,PM,C,5678.275390515359,419.2988466419359,420.7988466419359,5,7
FIXTURE-60-013-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-03-16,2026-03-16T16:00:00-04:00,European,PM,P,5678.275390515359,75.39297776083355,76.89297776083355,5,7
FIXTURE-60-014-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-03-16,2026-03-16T16:00:00-04:00,European,PM,C,5813.831036442781,320.0045328954502,321.5045328954502,5,7
FIXTURE-60-014-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-03-16,2026-03-16T16:00:00-04:00,European,PM,P,5813.831036442781,110.77988314896223,112.27988314896223,5,7
FIXTURE-60-015-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-03-16,2026-03-16T16:00:00-04:00,European,PM,C,5949.386682370203,236.38609860168398,237.88609860168398,5,7
FIXTURE-60-015-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-03-16,2026-03-16T16:00:00-04:00,European,PM,P,5949.386682370203,161.78564974363366,163.28564974363366,5,7
FIXTURE-60-016-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-03-16,2026-03-16T16:00:00-04:00,European,PM,C,6084.942328297625,170.35321162037957,171.85321162037957,5,7
FIXTURE-60-016-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-03-16,2026-03-16T16:00:00-04:00,European,PM,P,6084.942328297625,230.1268342017339,231.6268342017339,5,7
FIXTURE-60-017-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-03-16,2026-03-16T16:00:00-04:00,European,PM,C,6220.497974225047,121.38947531586409,122.88947531586409,5,7
FIXTURE-60-017-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-03-16,2026-03-16T16:00:00-04:00,European,PM,P,6220.497974225047,315.76297740514786,317.26297740514786,5,7
FIXTURE-60-018-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-03-16,2026-03-16T16:00:00-04:00,European,PM,C,6356.053620152469,86.95300711970972,88.45300711970972,5,7
FIXTURE-60-018-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-03-16,2026-03-16T16:00:00-04:00,European,PM,P,6356.053620152469,416.13259696329175,417.63259696329175,5,7
FIXTURE-60-019-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-03-16,2026-03-16T16:00:00-04:00,European,PM,C,6491.609266079893,63.742139684644,65.242139684644,5,7
FIXTURE-60-019-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-03-16,2026-03-16T16:00:00-04:00,European,PM,P,6491.609266079893,527.6724018151648,529.1724018151648,5,7
FIXTURE-60-020-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-03-16,2026-03-16T16:00:00-04:00,European,PM,C,6627.164912007315,48.10108259883093,49.60108259883093,5,7
FIXTURE-60-020-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-03-16,2026-03-16T16:00:00-04:00,European,PM,P,6627.164912007315,646.7198784482038,648.2198784482038,5,7
FIXTURE-60-021-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-03-16,2026-03-16T16:00:00-04:00,European,PM,C,6762.720557934737,37.075862631991306,38.575862631991306,5,7
FIXTURE-60-021-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-03-16,2026-03-16T16:00:00-04:00,European,PM,P,6762.720557934737,770.267163564829,771.767163564829,5,7
FIXTURE-60-022-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-03-16,2026-03-16T16:00:00-04:00,European,PM,C,6898.2762038621595,29.169495848739178,30.669495848739178,5,7
FIXTURE-60-022-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-03-16,2026-03-16T16:00:00-04:00,European,PM,P,6898.2762038621595,897.1053206339933,898.6053206339933,5,7
FIXTURE-60-023-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-03-16,2026-03-16T16:00:00-04:00,European,PM,C,7033.831849789582,23.165334546279997,24.665334546279997,5,7
FIXTURE-60-023-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-03-16,2026-03-16T16:00:00-04:00,European,PM,P,7033.831849789582,1025.861153156763,1027.361153156763,5,7
FIXTURE-60-024-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-03-16,2026-03-16T16:00:00-04:00,European,PM,C,7169.387495717004,18.437344983081843,19.937344983081843,5,7
FIXTURE-60-024-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-03-16,2026-03-16T16:00:00-04:00,European,PM,P,7169.387495717004,1155.684305162354,1157.184305162354,5,7
FIXTURE-60-025-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-03-16,2026-03-16T16:00:00-04:00,European,PM,C,7304.943141644426,14.584440439330425,16.084440439330425,5,7
FIXTURE-60-025-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-03-16,2026-03-16T16:00:00-04:00,European,PM,P,7304.943141644426,1286.3035169455402,1287.8035169455402,5,7
FIXTURE-60-026-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-03-16,2026-03-16T16:00:00-04:00,European,PM,C,7440.498787571848,11.349626283424929,12.849626283424929,5,7
FIXTURE-60-026-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-03-16,2026-03-16T16:00:00-04:00,European,PM,P,7440.498787571848,1417.880580321749,1419.380580321749,5,7
FIXTURE-60-027-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-03-16,2026-03-16T16:00:00-04:00,European,PM,C,7576.05443349927,8.783924775704392,10.283924775704392,5,7
FIXTURE-60-027-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-03-16,2026-03-16T16:00:00-04:00,European,PM,P,7576.05443349927,1550.0676859796592,1551.5676859796592,5,7
FIXTURE-60-028-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-03-16,2026-03-16T16:00:00-04:00,European,PM,C,7711.610079426693,7.047258006298263,8.266683362160533,5,7
FIXTURE-60-028-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-03-16,2026-03-16T16:00:00-04:00,European,PM,P,7711.610079426693,1682.844446358342,1684.344446358342,5,7
FIXTURE-60-029-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-03-16,2026-03-16T16:00:00-04:00,European,PM,C,7847.165725354115,5.407057840261778,6.363627800090187,5,7
FIXTURE-60-029-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-03-16,2026-03-16T16:00:00-04:00,European,PM,P,7847.165725354115,1815.8617935440054,1817.3617935440054,5,7
FIXTURE-60-030-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-03-16,2026-03-16T16:00:00-04:00,European,PM,C,7982.721371281537,4.322945108331645,5.069804172895813,5,7
FIXTURE-60-030-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-03-16,2026-03-16T16:00:00-04:00,European,PM,P,7982.721371281537,1949.036757657647,1950.536757657647,5,7
FIXTURE-60-031-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-03-16,2026-03-16T16:00:00-04:00,European,PM,C,8118.277017208961,3.311412190819798,3.891911077499346,5,7
FIXTURE-60-031-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-03-16,2026-03-16T16:00:00-04:00,European,PM,P,8118.277017208961,2082.725508914721,2084.225508914721,5,7
FIXTURE-60-032-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-03-16,2026-03-16T16:00:00-04:00,European,PM,C,8253.832663136383,2.593120812678934,3.0423717210192853,5,7
FIXTURE-60-032-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-03-16,2026-03-16T16:00:00-04:00,European,PM,P,8253.832663136383,2216.546241106952,2218.046241106952,5,7
FIXTURE-60-033-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-03-16,2026-03-16T16:00:00-04:00,European,PM,C,8389.388309063805,2.0049614643548272,2.3512075399876684,5,7
FIXTURE-60-033-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-03-16,2026-03-16T16:00:00-04:00,European,PM,P,8389.388309063805,2350.519366275889,2352.019366275889,5,7
FIXTURE-60-034-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-03-16,2026-03-16T16:00:00-04:00,European,PM,C,8524.943954991228,1.531564899160106,1.797374469390035,5,7
FIXTURE-60-034-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-03-16,2026-03-16T16:00:00-04:00,European,PM,P,8524.943954991228,2484.8040299376103,2486.3040299376103,5,7
FIXTURE-60-035-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-03-16,2026-03-16T16:00:00-04:00,European,PM,C,8660.499600918649,1.168784106632168,1.37207846756163,5,7
FIXTURE-60-035-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-03-16,2026-03-16T16:00:00-04:00,European,PM,P,8660.499600918649,2619.1346112624788,2620.6346112624788,5,7
FIXTURE-60-036-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-03-16,2026-03-16T16:00:00-04:00,European,PM,C,8796.055246846072,0.9013465237351784,1.0562729614926913,5,7
FIXTURE-60-036-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-03-16,2026-03-16T16:00:00-04:00,European,PM,P,8796.055246846072,2753.4412598360263,2754.9412598360263,5,7
FIXTURE-60-037-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-03-16,2026-03-16T16:00:00-04:00,European,PM,C,8931.610892773493,0.6778230310772525,0.7954874349480706,5,7
FIXTURE-60-037-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-03-16,2026-03-16T16:00:00-04:00,European,PM,P,8931.610892773493,2887.8878884041433,2889.3878884041433,5,7
FIXTURE-60-038-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-03-16,2026-03-16T16:00:00-04:00,European,PM,C,9067.166538700916,0.5087529683955405,0.597827849117248,5,7
FIXTURE-60-038-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-03-16,2026-03-16T16:00:00-04:00,European,PM,P,9067.166538700916,3022.446411514938,3023.946411514938,5,7
FIXTURE-60-039-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-03-16,2026-03-16T16:00:00-04:00,European,PM,C,9202.722184628337,0.388311641477174,0.4555356770506813,5,7
FIXTURE-60-039-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-03-16,2026-03-16T16:00:00-04:00,European,PM,P,9202.722184628337,3156.77379228404,3158.27379228404,5,7
FIXTURE-60-040-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-03-16,2026-03-16T16:00:00-04:00,European,PM,C,9338.277830555762,0.2921363867591953,0.3427210759227255,5,7
FIXTURE-60-040-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-03-16,2026-03-16T16:00:00-04:00,European,PM,P,9338.277830555762,3291.4474819961097,3292.9474819961097,5,7
FIXTURE-120-000-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-05-15,2026-05-15T16:00:00-04:00,European,PM,C,3932.1784717184178,2092.2455980741634,2093.7455980741634,5,7
FIXTURE-120-000-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-05-15,2026-05-15T16:00:00-04:00,European,PM,P,3932.1784717184178,2.914411973096545,3.427838505679725,5,7
FIXTURE-120-001-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-05-15,2026-05-15T16:00:00-04:00,European,PM,C,4050.538358826999,1976.6386302320263,1978.1386302320263,5,7
FIXTURE-120-001-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-05-15,2026-05-15T16:00:00-04:00,European,PM,P,4050.538358826999,4.222852952888287,4.94554033293757,5,7
FIXTURE-120-002-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-05-15,2026-05-15T16:00:00-04:00,European,PM,C,4168.89824593558,1861.5571626083424,1863.0571626083424,5,7
FIXTURE-120-002-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-05-15,2026-05-15T16:00:00-04:00,European,PM,P,4168.89824593558,5.710916243977955,6.705386605934001,5,7
FIXTURE-120-003-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-05-15,2026-05-15T16:00:00-04:00,European,PM,C,4287.258133044161,1746.8357738241755,1748.3357738241755,5,7
FIXTURE-120-003-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-05-15,2026-05-15T16:00:00-04:00,European,PM,P,4287.258133044161,7.779291398833173,9.119563255593437,5,7
FIXTURE-120-004-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-05-15,2026-05-15T16:00:00-04:00,European,PM,C,4405.618020152742,1632.676927098824,1634.176927098824,5,7
FIXTURE-120-004-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-05-15,2026-05-15T16:00:00-04:00,European,PM,P,4405.618020152742,10.34433404178791,11.84433404178791,5,7
FIXTURE-120-005-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-05-15,2026-05-15T16:00:00-04:00,European,PM,C,4523.977907261323,1519.3581485654217,1520.8581485654217,5,7
FIXTURE-120-005-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-05-15,2026-05-15T16:00:00-04:00,European,PM,P,4523.977907261323,13.734898255071526,15.234898255071526,5,7
FIXTURE-120-006-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-05-15,2026-05-15T16:00:00-04:00,European,PM,C,4642.337794369904,1406.556108198018,1408.056108198018,5,7
FIXTURE-120-006-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-05-15,2026-05-15T16:00:00-04:00,European,PM,P,4642.337794369904,17.60765692179813,19.10765692179813,5,7
FIXTURE-120-007-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-05-15,2026-05-15T16:00:00-04:00,European,PM,C,4760.697681478486,1294.4547518225238,1295.9547518225238,5,7
FIXTURE-120-007-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-05-15,2026-05-15T16:00:00-04:00,European,PM,P,4760.697681478486,22.47315669125202,23.97315669125202,5,7
FIXTURE-120-008-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-05-15,2026-05-15T16:00:00-04:00,European,PM,C,4879.057568587066,1183.3578488873297,1184.8578488873297,5,7
FIXTURE-120-008-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-05-15,2026-05-15T16:00:00-04:00,European,PM,P,4879.057568587066,28.174138008967514,29.674138008967514,5,7
FIXTURE-120-009-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-05-15,2026-05-15T16:00:00-04:00,European,PM,C,4997.417455695648,1073.664771423137,1075.164771423137,5,7
FIXTURE-120-009-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-05-15,2026-05-15T16:00:00-04:00,European,PM,P,4997.417455695648,35.46072266753345,36.96072266753345,5,7
FIXTURE-120-010-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-05-15,2026-05-15T16:00:00-04:00,European,PM,C,5115.777342804229,965.3711310372681,966.8711310372681,5,7
FIXTURE-120-010-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-05-15,2026-05-15T16:00:00-04:00,European,PM,P,5115.777342804229,43.81853295506366,45.31853295506366,5,7
FIXTURE-120-011-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-05-15,2026-05-15T16:00:00-04:00,European,PM,C,5234.13722991281,859.4112466096544,860.9112466096544,5,7
FIXTURE-120-011-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-05-15,2026-05-15T16:00:00-04:00,European,PM,P,5234.13722991281,54.89575371055421,56.39575371055421,5,7
FIXTURE-120-012-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-05-15,2026-05-15T16:00:00-04:00,European,PM,C,5352.497117021392,756.7858822064852,758.2858822064852,5,7
FIXTURE-120-012-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-05-15,2026-05-15T16:00:00-04:00,European,PM,P,5352.497117021392,68.88268417469583,70.38268417469583,5,7
FIXTURE-120-013-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-05-15,2026-05-15T16:00:00-04:00,European,PM,C,5470.857004129973,658.092046458035,659.592046458035,5,7
FIXTURE-120-013-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-05-15,2026-05-15T16:00:00-04:00,European,PM,P,5470.857004129973,86.99296796673946,88.49296796673946,5,7
FIXTURE-120-014-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-05-15,2026-05-15T16:00:00-04:00,European,PM,C,5589.216891238554,565.1665379495713,566.6665379495713,5,7
FIXTURE-120-014-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-05-15,2026-05-15T16:00:00-04:00,European,PM,P,5589.216891238554,110.67552645002765,112.17552645002765,5,7
FIXTURE-120-015-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-05-15,2026-05-15T16:00:00-04:00,European,PM,C,5707.576778347135,479.05967668472664,480.55967668472664,5,7
FIXTURE-120-015-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-05-15,2026-05-15T16:00:00-04:00,European,PM,P,5707.576778347135,141.33239895299678,142.83239895299678,5,7
FIXTURE-120-016-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-05-15,2026-05-15T16:00:00-04:00,European,PM,C,5825.936665455716,400.98997682698774,402.48997682698774,5,7
FIXTURE-120-016-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-05-15,2026-05-15T16:00:00-04:00,European,PM,P,5825.936665455716,180.21078924798084,181.71078924798084,5,7
FIXTURE-120-017-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-05-15,2026-05-15T16:00:00-04:00,European,PM,C,5944.296552564298,331.9982682532629,333.4982682532629,5,7
FIXTURE-120-017-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-05-15,2026-05-15T16:00:00-04:00,European,PM,P,5944.296552564298,228.16131991576336,229.66131991576336,5,7
FIXTURE-120-018-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-05-15,2026-05-15T16:00:00-04:00,European,PM,C,6062.656439672878,272.7509649987948,274.2509649987948,5,7
FIXTURE-120-018-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-05-15,2026-05-15T16:00:00-04:00,European,PM,P,6062.656439672878,285.75944256526975,287.25944256526975,5,7
FIXTURE-120-019-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-05-15,2026-05-15T16:00:00-04:00,European,PM,C,6181.01632678146,222.6296790924934,224.1296790924934,5,7
FIXTURE-120-019-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-05-15,2026-05-15T16:00:00-04:00,European,PM,P,6181.01632678146,352.6046121035527,354.1046121035527,5,7
FIXTURE-120-020-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-05-15,2026-05-15T16:00:00-04:00,European,PM,C,6299.376213890041,181.8014624178678,183.3014624178678,5,7
FIXTURE-120-020-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-05-15,2026-05-15T16:00:00-04:00,European,PM,P,6299.376213890041,428.1915854506542,429.6915854506542,5,7
FIXTURE-120-021-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-05-15,2026-05-15T16:00:00-04:00,European,PM,C,6417.736100998622,148.43921025105593,149.93921025105593,5,7
