symbol,root,expiry,option_type,strike,bid,ask,midpoint,spread,relative_spread,local_price_screen_pass,exclusion_reasons,warnings
SPX261016C01600000,SPX,2026-10-16,C,1600.0,6051.1,6070.8,6060.950000000001,19.699999999999818,0.003250315544592814,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016P01600000,SPX,2026-10-16,P,1600.0,0.0,0.05,0.025,0.05,2.0,False,zero_bid;wide_spread,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016C01800000,SPX,2026-10-16,C,1800.0,5851.4,5870.6,5861.0,19.200000000000728,0.003275891486094647,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016P01800000,SPX,2026-10-16,P,1800.0,0.0,0.1,0.05,0.1,2.0,False,zero_bid;wide_spread,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016C02000000,SPX,2026-10-16,C,2000.0,5653.1,5668.8,5660.950000000001,15.699999999999818,0.0027733860924402825,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016P02000000,SPX,2026-10-16,P,2000.0,0.0,0.1,0.05,0.1,2.0,False,zero_bid;wide_spread,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016C02200000,SPX,2026-10-16,C,2200.0,5452.7,5471.8,5462.25,19.100000000000364,0.0034967275390178705,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016P02200000,SPX,2026-10-16,P,2200.0,0.0,0.1,0.05,0.1,2.0,False,zero_bid;wide_spread,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016C02400000,SPX,2026-10-16,C,2400.0,5253.4,5273.5,5263.45,20.100000000000364,0.003818788057262891,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016P02400000,SPX,2026-10-16,P,2400.0,0.0,0.05,0.025,0.05,2.0,False,zero_bid;wide_spread,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016C02600000,SPX,2026-10-16,C,2600.0,5054.2,5071.5,5062.85,17.300000000000182,0.003417047710281794,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016P02600000,SPX,2026-10-16,P,2600.0,0.0,0.1,0.05,0.1,2.0,False,zero_bid;wide_spread,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016C02700000,SPX,2026-10-16,C,2700.0,4954.3,4973.5,4963.9,19.199999999999818,0.0038679264288160155,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016P02700000,SPX,2026-10-16,P,2700.0,0.0,0.1,0.05,0.1,2.0,False,zero_bid;wide_spread,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016C02800000,SPX,2026-10-16,C,2800.0,4854.6,4872.2,4863.4,17.599999999999454,0.0036188674589792027,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016P02800000,SPX,2026-10-16,P,2800.0,0.0,0.1,0.05,0.1,2.0,False,zero_bid;wide_spread,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016C02900000,SPX,2026-10-16,C,2900.0,4755.1,4775.4,4765.25,20.299999999999272,0.004260007344840097,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016P02900000,SPX,2026-10-16,P,2900.0,0.0,0.1,0.05,0.1,2.0,False,zero_bid;wide_spread,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016C03000000,SPX,2026-10-16,C,3000.0,4655.4,4674.5,4664.95,19.100000000000364,0.004094363283636559,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016P03000000,SPX,2026-10-16,P,3000.0,0.0,0.1,0.05,0.1,2.0,False,zero_bid;wide_spread,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016C03100000,SPX,2026-10-16,C,3100.0,4555.6,4573.2,4564.4,17.599999999999454,0.003855928490053338,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016P03100000,SPX,2026-10-16,P,3100.0,0.0,0.15,0.075,0.15,2.0,False,zero_bid;wide_spread,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016C03200000,SPX,2026-10-16,C,3200.0,4455.2,4475.7,4465.45,20.5,0.004590802718650976,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016P03200000,SPX,2026-10-16,P,3200.0,0.05,0.15,0.1,0.09999999999999999,0.9999999999999999,False,wide_spread,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016C03300000,SPX,2026-10-16,C,3300.0,4356.4,4373.9,4365.15,17.5,0.004009026035760512,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016P03300000,SPX,2026-10-16,P,3300.0,0.0,0.15,0.075,0.15,2.0,False,zero_bid;wide_spread,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016C03400000,SPX,2026-10-16,C,3400.0,4256.7,4276.9,4266.799999999999,20.199999999999818,0.004734227055404477,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016P03400000,SPX,2026-10-16,P,3400.0,0.0,0.15,0.075,0.15,2.0,False,zero_bid;wide_spread,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016C03500000,SPX,2026-10-16,C,3500.0,4156.9,4177.2,4167.049999999999,20.300000000000182,0.0048715518172328595,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016P03500000,SPX,2026-10-16,P,3500.0,0.0,0.15,0.075,0.15,2.0,False,zero_bid;wide_spread,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016C03600000,SPX,2026-10-16,C,3600.0,4057.5,4077.6,4067.55,20.09999999999991,0.004941549581443353,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016P03600000,SPX,2026-10-16,P,3600.0,0.05,0.2,0.125,0.15000000000000002,1.2000000000000002,False,wide_spread,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016C03700000,SPX,2026-10-16,C,3700.0,3957.7,3977.6,3967.6499999999996,19.90000000000009,0.005015563368744746,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016P03700000,SPX,2026-10-16,P,3700.0,0.05,0.2,0.125,0.15000000000000002,1.2000000000000002,False,wide_spread,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016C03800000,SPX,2026-10-16,C,3800.0,3858.1,3875.6,3866.85,17.5,0.004525647490851727,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016P03800000,SPX,2026-10-16,P,3800.0,0.05,0.2,0.125,0.15000000000000002,1.2000000000000002,False,wide_spread,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016C03850000,SPX,2026-10-16,C,3850.0,3808.2,3828.6,3818.3999999999996,20.40000000000009,0.005342551854179785,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016P03850000,SPX,2026-10-16,P,3850.0,0.0,0.2,0.1,0.2,2.0,False,zero_bid;wide_spread,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016C03900000,SPX,2026-10-16,C,3900.0,3757.5,3778.0,3767.75,20.5,0.00544091301174441,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016P03900000,SPX,2026-10-16,P,3900.0,0.05,0.25,0.15,0.2,1.3333333333333335,False,wide_spread,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016C03950000,SPX,2026-10-16,C,3950.0,3708.6,3728.0,3718.3,19.40000000000009,0.005217438076540379,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016P03950000,SPX,2026-10-16,P,3950.0,0.05,0.25,0.15,0.2,1.3333333333333335,False,wide_spread,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016C04000000,SPX,2026-10-16,C,4000.0,3658.6,3679.0,3668.8,20.40000000000009,0.005560401221107744,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016P04000000,SPX,2026-10-16,P,4000.0,0.05,0.25,0.15,0.2,1.3333333333333335,False,wide_spread,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016C04050000,SPX,2026-10-16,C,4050.0,3608.9,3629.1,3619.0,20.199999999999818,0.005581652390162979,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016P04050000,SPX,2026-10-16,P,4050.0,0.05,0.25,0.15,0.2,1.3333333333333335,False,wide_spread,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016C04100000,SPX,2026-10-16,C,4100.0,3559.2,3579.5,3569.35,20.300000000000182,0.005687310014428448,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016P04100000,SPX,2026-10-16,P,4100.0,0.05,0.25,0.15,0.2,1.3333333333333335,False,wide_spread,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016C04150000,SPX,2026-10-16,C,4150.0,3509.3,3529.5,3519.4,20.199999999999818,0.005739614707052287,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016P04150000,SPX,2026-10-16,P,4150.0,0.05,0.25,0.15,0.2,1.3333333333333335,False,wide_spread,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016C04200000,SPX,2026-10-16,C,4200.0,3459.3,3479.4,3469.3500000000004,20.09999999999991,0.005793592459682623,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016P04200000,SPX,2026-10-16,P,4200.0,0.05,0.3,0.175,0.25,1.4285714285714286,False,wide_spread,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016C04250000,SPX,2026-10-16,C,4250.0,3409.6,3429.9,3419.75,20.300000000000182,0.005936106440529332,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016P04250000,SPX,2026-10-16,P,4250.0,0.1,0.3,0.2,0.19999999999999998,0.9999999999999999,False,wide_spread,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016C04300000,SPX,2026-10-16,C,4300.0,3359.9,3380.0,3369.95,20.09999999999991,0.005964480185165925,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016P04300000,SPX,2026-10-16,P,4300.0,0.1,0.3,0.2,0.19999999999999998,0.9999999999999999,False,wide_spread,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016C04350000,SPX,2026-10-16,C,4350.0,3309.1,3329.6,3319.35,20.5,0.006175907933782217,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016P04350000,SPX,2026-10-16,P,4350.0,0.1,0.3,0.2,0.19999999999999998,0.9999999999999999,False,wide_spread,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016C04400000,SPX,2026-10-16,C,4400.0,3260.0,3280.4,3270.2,20.40000000000009,0.0062381505718304975,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016P04400000,SPX,2026-10-16,P,4400.0,0.2,0.35,0.275,0.14999999999999997,0.5454545454545453,False,wide_spread,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016C04450000,SPX,2026-10-16,C,4450.0,3210.2,3230.6,3220.3999999999996,20.40000000000009,0.006334616817786639,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016P04450000,SPX,2026-10-16,P,4450.0,0.15,0.35,0.25,0.19999999999999998,0.7999999999999999,False,wide_spread,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016C04500000,SPX,2026-10-16,C,4500.0,3160.5,3180.5,3170.5,20.0,0.006308153288124901,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016P04500000,SPX,2026-10-16,P,4500.0,0.15,0.35,0.25,0.19999999999999998,0.7999999999999999,False,wide_spread,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016C04550000,SPX,2026-10-16,C,4550.0,3110.7,3131.2,3120.95,20.5,0.006568512792579183,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016P04550000,SPX,2026-10-16,P,4550.0,0.2,0.4,0.30000000000000004,0.2,0.6666666666666666,False,wide_spread,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016C04600000,SPX,2026-10-16,C,4600.0,3060.8,3081.4,3071.1000000000004,20.59999999999991,0.006707694311484454,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016P04600000,SPX,2026-10-16,P,4600.0,0.2,0.4,0.30000000000000004,0.2,0.6666666666666666,False,wide_spread,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016C04625000,SPX,2026-10-16,C,4625.0,3035.8,3056.5,3046.15,20.699999999999818,0.006795463125584694,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016P04625000,SPX,2026-10-16,P,4625.0,0.2,0.4,0.30000000000000004,0.2,0.6666666666666666,False,wide_spread,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016C04650000,SPX,2026-10-16,C,4650.0,3010.2,3030.7,3020.45,20.5,0.006787068152096542,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016P04650000,SPX,2026-10-16,P,4650.0,0.25,0.45,0.35,0.2,0.5714285714285715,False,wide_spread,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016C04675000,SPX,2026-10-16,C,4675.0,2985.3,3005.8,2995.55,20.5,0.006843484502011317,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016P04675000,SPX,2026-10-16,P,4675.0,0.25,0.45,0.35,0.2,0.5714285714285715,False,wide_spread,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016C04700000,SPX,2026-10-16,C,4700.0,2960.4,2980.9,2970.65,20.5,0.006900846616060458,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016P04700000,SPX,2026-10-16,P,4700.0,0.25,0.45,0.35,0.2,0.5714285714285715,False,wide_spread,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016C04725000,SPX,2026-10-16,C,4725.0,2935.5,2956.0,2945.75,20.5,0.006959178477467538,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016P04725000,SPX,2026-10-16,P,4725.0,0.25,0.5,0.375,0.25,0.6666666666666666,False,wide_spread,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016C04750000,SPX,2026-10-16,C,4750.0,2910.6,2931.1,2920.85,20.5,0.007018504887275965,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016P04750000,SPX,2026-10-16,P,4750.0,0.3,0.5,0.4,0.2,0.5,False,wide_spread,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016C04775000,SPX,2026-10-16,C,4775.0,2886.6,2907.1,2896.85,20.5,0.007076652225693426,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016P04775000,SPX,2026-10-16,P,4775.0,0.3,0.5,0.4,0.2,0.5,False,wide_spread,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016C04800000,SPX,2026-10-16,C,4800.0,2861.5,2882.0,2871.75,20.5,0.007138504396274049,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016P04800000,SPX,2026-10-16,P,4800.0,0.3,0.5,0.4,0.2,0.5,False,wide_spread,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016C04825000,SPX,2026-10-16,C,4825.0,2836.6,2856.8,2846.7,20.200000000000273,0.007095935644781773,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016P04825000,SPX,2026-10-16,P,4825.0,0.3,0.55,0.42500000000000004,0.25000000000000006,0.5882352941176471,False,wide_spread,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016C04850000,SPX,2026-10-16,C,4850.0,2811.7,2832.2,2821.95,20.5,0.007264480235298287,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016P04850000,SPX,2026-10-16,P,4850.0,0.3,0.55,0.42500000000000004,0.25000000000000006,0.5882352941176471,False,wide_spread,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016C04875000,SPX,2026-10-16,C,4875.0,2786.8,2807.3,2797.05,20.5,0.007329150354838132,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016P04875000,SPX,2026-10-16,P,4875.0,0.35,0.6,0.475,0.25,0.5263157894736842,False,wide_spread,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016C04900000,SPX,2026-10-16,C,4900.0,2761.9,2780.5,2771.2,18.59999999999991,0.006711893764434148,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016P04900000,SPX,2026-10-16,P,4900.0,0.35,0.6,0.475,0.25,0.5263157894736842,False,wide_spread,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016C04925000,SPX,2026-10-16,C,4925.0,2737.0,2757.7,2747.35,20.699999999999818,0.0075345332775219095,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016P04925000,SPX,2026-10-16,P,4925.0,0.4,0.6,0.5,0.19999999999999996,0.3999999999999999,False,wide_spread,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016C04950000,SPX,2026-10-16,C,4950.0,2712.1,2732.6,2722.35,20.5,0.007530258783771374,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016P04950000,SPX,2026-10-16,P,4950.0,0.4,0.65,0.525,0.25,0.47619047619047616,False,wide_spread,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016C04975000,SPX,2026-10-16,C,4975.0,2687.2,2705.8,2696.5,18.600000000000364,0.006897830521045935,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016P04975000,SPX,2026-10-16,P,4975.0,0.45,0.65,0.55,0.2,0.36363636363636365,False,wide_spread,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016C05000000,SPX,2026-10-16,C,5000.0,2662.4,2683.0,2672.7,20.59999999999991,0.007707561641785427,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016P05000000,SPX,2026-10-16,P,5000.0,0.55,0.65,0.6000000000000001,0.09999999999999998,0.1666666666666666,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016C05025000,SPX,2026-10-16,C,5025.0,2637.6,2657.9,2647.75,20.300000000000182,0.007666886979510974,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016P05025000,SPX,2026-10-16,P,5025.0,0.45,0.7,0.575,0.24999999999999994,0.4347826086956521,False,wide_spread,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016C05050000,SPX,2026-10-16,C,5050.0,2612.7,2631.1,2621.8999999999996,18.40000000000009,0.007017811510736525,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016P05050000,SPX,2026-10-16,P,5050.0,0.45,0.7,0.575,0.24999999999999994,0.4347826086956521,False,wide_spread,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016C05075000,SPX,2026-10-16,C,5075.0,2587.8,2606.3,2597.05,18.5,0.007123467010646695,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016P05075000,SPX,2026-10-16,P,5075.0,0.5,0.75,0.625,0.25,0.4,False,wide_spread,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016C05100000,SPX,2026-10-16,C,5100.0,2562.9,2583.2,2573.05,20.299999999999727,0.007889469695497454,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016P05100000,SPX,2026-10-16,P,5100.0,0.5,0.75,0.625,0.25,0.4,False,wide_spread,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016C05125000,SPX,2026-10-16,C,5125.0,2537.9,2558.3,2548.1000000000004,20.40000000000009,0.008005965228994187,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016P05125000,SPX,2026-10-16,P,5125.0,0.55,0.8,0.675,0.25,0.37037037037037035,False,wide_spread,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016C05150000,SPX,2026-10-16,C,5150.0,2513.0,2533.6,2523.3,20.59999999999991,0.008163912337018946,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016P05150000,SPX,2026-10-16,P,5150.0,0.6,0.8,0.7,0.20000000000000007,0.2857142857142858,False,wide_spread,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016C05175000,SPX,2026-10-16,C,5175.0,2488.3,2508.5,2498.4,20.199999999999818,0.008085174511687407,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016P05175000,SPX,2026-10-16,P,5175.0,0.6,0.85,0.725,0.25,0.3448275862068966,False,wide_spread,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016C05200000,SPX,2026-10-16,C,5200.0,2463.4,2483.6,2473.5,20.199999999999818,0.008166565595310215,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016P05200000,SPX,2026-10-16,P,5200.0,0.65,0.85,0.75,0.19999999999999996,0.2666666666666666,False,wide_spread,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016C05225000,SPX,2026-10-16,C,5225.0,2438.3,2458.7,2448.5,20.399999999999636,0.008331631611190377,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016P05225000,SPX,2026-10-16,P,5225.0,0.65,0.9,0.775,0.25,0.3225806451612903,False,wide_spread,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016C05250000,SPX,2026-10-16,C,5250.0,2413.6,2431.2,2422.3999999999996,17.59999999999991,0.007265521796565353,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016P05250000,SPX,2026-10-16,P,5250.0,0.7,0.95,0.825,0.25,0.30303030303030304,False,wide_spread,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016C05275000,SPX,2026-10-16,C,5275.0,2388.7,2409.2,2398.95,20.5,0.008545405281477314,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016P05275000,SPX,2026-10-16,P,5275.0,0.7,0.95,0.825,0.25,0.30303030303030304,False,wide_spread,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016C05300000,SPX,2026-10-16,C,5300.0,2363.7,2384.3,2374.0,20.600000000000364,0.008677337826453397,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016P05300000,SPX,2026-10-16,P,5300.0,0.75,1.0,0.875,0.25,0.2857142857142857,False,wide_spread,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016C05325000,SPX,2026-10-16,C,5325.0,2339.0,2357.3,2348.15,18.300000000000182,0.007793369248131585,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016P05325000,SPX,2026-10-16,P,5325.0,0.8,1.0,0.9,0.19999999999999996,0.22222222222222215,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016C05350000,SPX,2026-10-16,C,5350.0,2314.1,2332.4,2323.25,18.300000000000182,0.00787689658883038,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016P05350000,SPX,2026-10-16,P,5350.0,0.8,1.05,0.925,0.25,0.27027027027027023,False,wide_spread,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016C05375000,SPX,2026-10-16,C,5375.0,2289.3,2309.4,2299.3500000000004,20.09999999999991,0.008741600887207213,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016P05375000,SPX,2026-10-16,P,5375.0,0.85,1.1,0.9750000000000001,0.2500000000000001,0.2564102564102565,False,wide_spread,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016C05400000,SPX,2026-10-16,C,5400.0,2264.3,2284.6,2274.45,20.299999999999727,0.008925234672118415,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016P05400000,SPX,2026-10-16,P,5400.0,0.9,1.1,1.0,0.20000000000000007,0.20000000000000007,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016C05425000,SPX,2026-10-16,C,5425.0,2239.3,2259.7,2249.5,20.399999999999636,0.009068681929317464,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016P05425000,SPX,2026-10-16,P,5425.0,0.95,1.15,1.0499999999999998,0.19999999999999996,0.19047619047619047,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016C05450000,SPX,2026-10-16,C,5450.0,2214.4,2233.6,2224.0,19.199999999999818,0.008633093525179774,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016P05450000,SPX,2026-10-16,P,5450.0,0.95,1.2,1.075,0.25,0.23255813953488372,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016C05475000,SPX,2026-10-16,C,5475.0,2188.3,2207.3,2197.8,19.0,0.008645008645008645,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016P05475000,SPX,2026-10-16,P,5475.0,1.0,1.25,1.125,0.25,0.2222222222222222,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016C05500000,SPX,2026-10-16,C,5500.0,2164.8,2185.0,2174.9,20.199999999999818,0.009287783346360668,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016P05500000,SPX,2026-10-16,P,5500.0,1.05,1.3,1.175,0.25,0.2127659574468085,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016C05525000,SPX,2026-10-16,C,5525.0,2139.8,2158.3,2149.05,18.5,0.00860845489867616,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016P05525000,SPX,2026-10-16,P,5525.0,1.1,1.35,1.225,0.25,0.2040816326530612,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016C05550000,SPX,2026-10-16,C,5550.0,2115.1,2135.3,2125.2,20.200000000000273,0.00950498776585746,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016P05550000,SPX,2026-10-16,P,5550.0,1.15,1.4,1.275,0.25,0.19607843137254904,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016C05575000,SPX,2026-10-16,C,5575.0,2090.0,2110.5,2100.25,20.5,0.00976074276871801,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX261016P05575000,SPX,2026-10-16,P,5575.0,1.2,1.4,1.2999999999999998,0.19999999999999996,0.15384615384615383,True,,unconfirmed_bid_size;unconfirmed_ask_size
