benchmark,horizon_days,strike,clean_call,noise,observed_call
lognormal,90,6451.285762150652,92.44984229981651,0.42025925157282296,92.87010155138934
lognormal,90,6489.144492106633,83.92240132594452,0.32312972337307244,84.24553104931759
lognormal,90,6527.003222062615,76.04470685657452,0.2252838221604786,76.269990678735
lognormal,90,6564.861952018597,68.78322103227401,-0.4030164639756022,68.38020456829841
lognormal,90,6602.720681974578,62.1043320002002,-0.0392567710963162,62.06507522910388
lognormal,90,6640.579411930561,55.97459014298738,1.3105030602034162e-05,55.974603248017985
lognormal,90,6678.438141886542,50.36092370111453,-0.49819144085150324,49.86273226026302
lognormal,90,6716.2968718425245,45.230832701857935,0.03439681310956777,45.2652295149675
lognormal,90,6754.155601798506,40.552560581250646,-0.23010348132449676,40.32245709992615
lognormal,90,6792.014331754487,36.29524332030326,0.18704279756410558,36.48228611786736
lognormal,90,6829.873061710469,32.4290363073884,-0.4824889403628565,31.946547367025545
lognormal,90,6867.731791666451,28.925219481436784,-0.2195411612162511,28.70567832022053
lognormal,90,6905.590521622432,25.756281603223897,-0.011647345725845248,25.744634257498053
lognormal,90,6943.449251578413,22.89598474417238,0.0852682018692168,22.981252946041597
lognormal,90,6981.307981534395,20.319410274573954,-0.2945892555860433,20.02482101898791
lognormal,90,7019.166711490377,18.002987777991848,-0.28002290932318796,17.72296486866866
lognormal,90,7057.02544144636,15.924508418748871,-0.3811736402125119,15.543334778536359
lognormal,90,7094.884171402341,14.063124348619283,-0.36768163887609995,13.695442709743183
lognormal,90,7132.742901358322,12.399335761167833,0.44923295662278806,12.848568717790622
lognormal,90,7170.6016313143045,10.914967192219308,-0.22051903786310278,10.694448154356206
lognormal,90,7208.460361270286,9.593134627275447,0.32453825188116403,9.91767287915661
lognormal,90,7246.319091226269,8.418204915985939,-0.10450114957014178,8.313703766415797
lognormal,90,7284.17782118225,7.3757489145364445,-0.05474177747346376,7.321007137062981
lognormal,90,7322.0365511382315,6.4524896832946865,0.25565206227457005,6.7081417455692565
lognormal,90,7359.895281094214,5.636246963267695,0.43084228247282697,6.067089245740521
lognormal,90,7397.754011050195,4.915879044435712,0.20351919936887486,5.1193982438045875
lognormal,90,7435.612741006176,4.2812230250785746,0.04063794320084835,4.321860968279423
lognormal,90,7473.4714709621585,3.72303434658906,0.2503325708464349,3.9733669174354946
lognormal,90,7511.33020091814,3.2329263753218527,0.18325035947136858,3.416176734793221
lognormal,90,7549.188930874121,2.8033106937432564,0.41634700670420954,3.219657700447466
lognormal,90,7587.047660830102,2.4273386590581225,0.22268303137755807,2.650021690435681
lognormal,90,7624.906390786085,2.0988446898227124,0.2857508828883454,2.3845955727110577
lognormal,90,7662.765120742068,1.8122916506337603,-0.2654080002570005,1.5468836503767598
lognormal,90,7700.623850698049,1.5627186224050007,-0.02444835997105199,1.5382702624339486
lognormal,90,7738.48258065403,1.3456912712836768,-0.043594367052810834,1.3020969042308659
lognormal,120,4541.637172672938,1489.3685714982375,-0.13334872372063344,1489.2352227745168
lognormal,120,4585.592146177447,1446.34356965194,0.11478775259643248,1446.4583574045364
lognormal,120,4629.547119681956,1403.4083596885812,0.48150430363015606,1403.8898639922113
lognormal,120,4673.502093186465,1360.5809699017436,0.3512008172188401,1360.9321707189624
lognormal,120,4717.457066690975,1317.8819478894284,0.4287779927540518,1318.3107258821824
lognormal,120,4761.412040195484,1275.334491835235,-0.20198878926361385,1275.1325030459714
lognormal,120,4805.367013699994,1232.9645489177765,0.07270295820792061,1233.0372518759843
lognormal,120,4849.321987204503,1190.8008745121406,-0.4665406824636924,1190.3343338296768
lognormal,120,4893.276960709012,1148.875046454952,0.10391544048090884,1148.978961895433
lognormal,120,4937.231934213522,1107.2214295127724,0.29786379597840595,1107.5192933087508
lognormal,120,4981.186907718032,1065.8770863007258,-0.061366060258052024,1065.8157202404677
lognormal,120,5025.141881222541,1024.8816322102093,-0.0971706177541416,1024.7844615924553
lognormal,120,5069.09685472705,984.2770333767457,0.00977178367615883,984.2868051604219
lognormal,120,5113.051828231559,944.1073482973761,-0.09261431354920513,944.0147339838269
lognormal,120,5157.006801736068,904.4184153319538,-0.07049630148829455,904.3479190304655
lognormal,120,5200.9617752405775,865.2574899313413,0.18052191873054546,865.4380118500718
lognormal,120,5244.916748745088,826.6728369650327,0.4334226362946255,827.1062596013273
lognormal,120,5288.871722249597,788.7132849117497,0.4697053214441831,789.1829902331939
lognormal,120,5332.826695754106,751.4277498757283,0.30378769339159406,751.7315375691198
lognormal,120,5376.781669258616,714.86473835373,-0.14248452094965447,714.7222538327803
lognormal,120,5420.736642763125,679.0718383692492,0.3995831841121422,679.4714215533613
lognormal,120,5464.691616267635,644.0952089883149,0.07409115280103884,644.169300141116
lognormal,120,5508.646589772144,609.9790783256713,-0.0744866027764477,609.9045917228948
lognormal,120,5552.601563276654,576.7652599434887,-0.3776958071627623,576.3875641363259
lognormal,120,5596.556536781162,544.4926970513561,0.2125574836905596,544.7052545350467
lognormal,120,5640.511510285672,513.1970431607688,-0.36433193274143816,512.8327112280273
lognormal,120,5684.466483790181,482.91028686393474,-0.02651852182674641,482.883768342108
lognormal,120,5728.42145729469,453.6604272359673,0.21294246362965685,453.87336969959694
lognormal,120,5772.3764307992005,425.4712050474441,-0.41819867157114565,425.05300637587294
lognormal,120,5816.33140430371,398.36189356940986,0.038805631083402514,398.40069920049325
lognormal,120,5860.286377808219,372.34715130396853,-0.08693771909957337,372.26021358486895
lognormal,120,5904.2413513127285,347.4369375283809,0.431334497788885,347.8682720261698
lognormal,120,5948.196324817238,323.63649014297425,0.39599410975634297,324.03248425273057
lognormal,120,5992.151298321748,300.946364002853,-0.06581314021980489,300.8805508626332
lognormal,120,6036.1062718262565,279.3625267235693,0.337077081338618,279.69960380490795
lognormal,120,6080.061245330766,258.8765079086361,-0.3986088653130868,258.477899043323
lognormal,120,6124.016218835275,239.47559687154944,0.23420839815125494,239.7098052697007
lognormal,120,6167.9711923397845,221.1430832293936,0.06519548203208503,221.2082787114257
lognormal,120,6211.926165844295,203.85853423470826,0.13566236136486398,203.99419659607312
lognormal,120,6255.881139348803,187.59810238613318,0.18088360667909187,187.77898599281227
lognormal,120,6299.836112853313,172.33485670974824,-0.029029738829772334,172.30582697091847
lognormal,120,6343.791086357822,158.03913112034002,-0.2918211697383386,157.74730995060168
lognormal,120,6387.746059862332,144.67888343941854,0.42077154465588473,145.09965498407442
lognormal,120,6431.701033366842,132.2200589460915,0.4444361174364786,132.664495063528
lognormal,120,6475.656006871351,120.62695274714315,0.4267148290162993,121.05366757615946
lognormal,120,6519.61098037586,109.86256575215475,0.2824364758266822,110.14500222798144
lognormal,120,6563.565953880369,99.8889496062236,-0.09129025273342017,99.79765935349019
lognormal,120,6607.520927384879,90.66753654531817,0.07447554691775815,90.74201209223592
lognormal,120,6651.475900889389,82.15945077719334,0.13087127072104365,82.29032204791439
lognormal,120,6695.430874393897,74.325798635502,-0.48205684612778765,73.8437417893742
lognormal,120,6739.385847898406,67.12793538959068,0.22594884118334257,67.35388423077401
lognormal,120,6783.340821402916,60.527707203220984,-0.08294285048827721,60.444764352732705
lognormal,120,6827.295794907426,54.48766731025819,-0.32169992442051354,54.165967385837675
lognormal,120,6871.250768411935,48.971266004820336,0.06518161195207883,49.03644761677241
lognormal,120,6915.205741916445,43.943014520630186,-0.32165832083238055,43.6213561997978
lognormal,120,6959.160715420953,39.36862329463429,0.34352764834641736,39.712150942980706
lognormal,120,7003.1156889254635,35.21511547093928,-0.3808901081442978,34.83422536279498
lognormal,120,7047.070662429973,31.45091680207497,0.43218869183632813,31.883105493911298
lognormal,120,7091.025635934482,28.04592334657309,-0.45554962654241293,27.590373720030676
lognormal,120,7134.980609438991,24.971548547242037,-0.3621817487150556,24.60936679852698
lognormal,120,7178.9355829435,22.200751406777385,0.2637130939241862,22.46446450070157
lognormal,120,7222.89055644801,19.708047560795478,-0.41728014464885965,19.29076741614662
lognormal,120,7266.84552995252,17.469505087922528,0.3814414808046719,17.8509465687272
lognormal,120,7310.800503457029,15.462726897461835,0.3991640689378061,15.86189096639964
lognormal,120,7354.755476961539,13.666821502796893,0.07496098000963047,13.741782482806522
lognormal,120,7398.710450466047,12.06236392852665,-0.46128047560407415,11.601083452922577
lognormal,120,7442.665423970558,10.63134841656398,-0.20229192420577613,10.429056492358205
lognormal,120,7486.620397475067,9.357134496069989,0.18443298901169347,9.541567485081682
lognormal,120,7530.575370979576,8.224387868786607,-0.11327089221533937,8.111116976571267
lognormal,120,7574.530344484085,7.219017439210347,-0.33328203588781313,6.885735403322534
lognormal,120,7618.485317988594,6.328109691945514,0.43552027454864006,6.763629966494154
lognormal,120,7662.440291493104,5.539861489673996,-0.410452825305212,5.129408664368784
lognormal,120,7706.3952649976145,4.843512237308204,-0.4677845332751914,4.375727704033013
lognormal,120,7750.350238502123,4.229276233355563,0.19130591211878878,4.420582145474352
lognormal,120,7794.305212006631,3.688275910156733,-0.39306259763666906,3.295213312520064
lognormal,120,7838.260185511142,3.2124765519478586,-0.007143076326415088,3.2053334756214436
lognormal,120,7882.215159015652,2.7946229746586226,0.3440067481583551,3.1386297228169777
lognormal,120,7926.170132520161,2.4281785547533943,-0.4366987809102697,1.9914797738431247
lognormal,120,7970.1251060246705,2.1072669066455205,-0.4290372731427412,1.6782296335027793
lognormal,120,8014.080079529179,1.8266164294493876,0.41272959437128054,2.2393460238206684
lognormal,120,8058.035053033688,1.5815078740241901,-0.14163048211715423,1.4398773919070358
lognormal,180,4275.772529692832,1764.9288458370875,-0.23084802576049657,1764.697997811327
lognormal,180,4330.1968319003845,1712.0247105284607,0.09014130139803922,1712.1148518298587
lognormal,180,4384.621134107937,1659.2442255698206,-0.06391149038763899,1659.180314079433
lognormal,180,4439.0454363154895,1606.6134635934804,0.3776895805417393,1606.9911531740222
lognormal,180,4493.469738523043,1554.162172948818,0.19939003543364198,1554.3615629842516
lognormal,180,4547.8940407305945,1501.923922878177,-0.44509038239477094,1501.4788324957824
lognormal,180,4602.318342938148,1449.9361862636033,0.2580101452774446,1450.1941964088808
lognormal,180,4656.7426451457,1398.2403510926633,0.1344750515815366,1398.374826144245
lognormal,180,4711.166947353252,1346.8816535414753,0.08813926257663918,1346.9697928040518
lognormal,180,4765.591249560805,1295.9090277139794,0.07506180392350337,1295.984089517903
lognormal,180,4820.015551768358,1245.3748695204986,0.019912694261369657,1245.39478221476
lognormal,180,4874.43985397591,1195.334714821298,0.06293674372565616,1195.3976515650236
lognormal,180,4928.864156183463,1145.8468346863674,-0.3185938933035132,1145.5282407930638
lognormal,180,4983.288458391016,1096.971753311258,-0.3687107017786495,1096.6030426094794
lognormal,180,5037.712760598569,1048.7716966635235,0.37674322509009095,1049.1484398886137
lognormal,180,5092.13706280612,1001.3099822076401,-0.018472155867261253,1001.2915100517729
lognormal,180,5146.561365013674,954.650361975233,-0.04219534036635286,954.6081666348666
