horizon_days,strike,known_price,added_noise,noisy_price
3.000000000000000000e+01,5.771538999837455776e+03,2.870612084286085519e+02,3.958651230494869555e-02,2.871007949409134881e+02
3.000000000000000000e+01,5.793158922542192158e+03,2.710583053123555146e+02,3.673242765431337098e-01,2.714256295888986301e+02
3.000000000000000000e+01,5.814778845246928540e+03,2.555172693176973553e+02,-7.583366843656713652e-02,2.554414356492607965e+02
3.000000000000000000e+01,5.836398767951664922e+03,2.404542450654871573e+02,-8.069069285929875157e-03,2.404461759962012195e+02
3.000000000000000000e+01,5.858018690656402214e+03,2.258838082550942090e+02,2.557277201750733919e-01,2.261395359752692684e+02
3.000000000000000000e+01,5.879638613361138596e+03,2.118188141462592284e+02,-3.195068311562677676e-01,2.114993073151029535e+02
3.000000000000000000e+01,5.901258536065874978e+03,1.982702657104473474e+02,-4.344252361006181173e-01,1.978358404743467247e+02
3.000000000000000000e+01,5.922878458770611360e+03,1.852472036968392786e+02,-2.777047878157113958e-01,1.849694989090235708e+02
3.000000000000000000e+01,5.944498381475347742e+03,1.727566204006111548e+02,2.324618524982979828e-01,1.729890822531094443e+02
3.000000000000000000e+01,5.966118304180085033e+03,1.608033984251337642e+02,-2.534216563875933970e-01,1.605499767687461770e+02
3.000000000000000000e+01,5.987738226884820506e+03,1.493902752100170801e+02,4.155610186478424506e-01,1.498058362286649299e+02
3.000000000000000000e+01,6.009358149589557797e+03,1.385178335686669016e+02,4.236191617490546735e-01,1.389414527304159606e+02
3.000000000000000000e+01,6.030978072294294179e+03,1.281845179572760571e+02,1.661762851809164276e-01,1.283506942424569672e+02
3.000000000000000000e+01,6.052597994999030561e+03,1.183866756959882878e+02,3.012637054955088489e-01,1.186879394014838027e+02
3.000000000000000000e+01,6.074217917703766943e+03,1.091186218957514029e+02,1.090678488140999214e-01,1.092276897445655095e+02
3.000000000000000000e+01,6.095837840408504235e+03,1.003727264222643498e+02,1.661587149835829225e-01,1.005388851372479309e+02
3.000000000000000000e+01,6.117457763113240617e+03,9.213952086125118512e+01,-4.227910164066540633e-01,9.171672984484453650e+01
3.000000000000000000e+01,6.139077685817977908e+03,8.440782314433135980e+01,-4.266175432308643156e-01,8.398120560110049837e+01
3.000000000000000000e+01,6.160697608522713381e+03,7.716487725717092871e+01,-1.160511660343847007e-01,7.704882609113654723e+01
3.000000000000000000e+01,6.182317531227449763e+03,7.039650528415404551e+01,2.921225490512153744e-01,7.068862783320525978e+01
3.000000000000000000e+01,6.203937453932187054e+03,6.408726894710002853e+01,1.086676743211161256e-01,6.419593662142113999e+01
3.000000000000000000e+01,6.225557376636923436e+03,5.822063776780555600e+01,-1.562371590948175015e-01,5.806440060871074138e+01
3.000000000000000000e+01,6.247177299341658909e+03,5.277916102192898506e+01,2.086674199543093744e-01,5.298782844188329477e+01
3.000000000000000000e+01,6.268797222046396200e+03,4.774464074968500427e+01,-3.339570052673228595e-01,4.741068374441768185e+01
3.000000000000000000e+01,6.290417144751132582e+03,4.309830324022868808e+01,-4.844313639862926069e-01,4.261387187624239203e+01
3.000000000000000000e+01,6.312037067455869874e+03,3.882096660387810516e+01,4.364387617641666273e-01,3.925740536564227057e+01
3.000000000000000000e+01,6.333656990160606256e+03,3.489320228098335974e+01,2.400914310277157959e-02,3.491721142408613332e+01
3.000000000000000000e+01,6.355276912865342638e+03,3.129548859942588024e+01,-1.853386985967857559e-01,3.111014990082909293e+01
3.000000000000000000e+01,6.376896835570079929e+03,2.800835477562816322e+01,1.309930808695278781e-01,2.813934785649768955e+01
3.000000000000000000e+01,6.398516758274815402e+03,2.501251404781623933e+01,1.012481840117377407e-01,2.511376223182797673e+01
3.000000000000000000e+01,6.420136680979551784e+03,2.228898492699499911e+01,1.027663861029307624e-01,2.239175131309793088e+01
3.000000000000000000e+01,6.441756603684289075e+03,1.981919984308638050e+01,1.273911260941129608e-01,1.994659096918049457e+01
3.000000000000000000e+01,6.463376526389025457e+03,1.758510074437378989e+01,-4.351083863280402753e-01,1.714999235804575051e+01
3.000000000000000000e+01,6.484996449093762749e+03,1.556922147204750217e+01,2.283230529066873071e-01,1.579754452495418882e+01
3.000000000000000000e+01,6.506616371798498221e+03,1.375475697367335215e+01,6.237992628567023967e-02,1.381713689995902250e+01
3.000000000000000000e+01,6.528236294503234603e+03,1.212561963623784322e+01,1.327917465917308748e-01,1.225841138282957488e+01
3.000000000000000000e+01,6.549856217207971895e+03,1.066648320856711507e+01,1.964334363580254594e-01,1.086291664492514109e+01
3.000000000000000000e+01,6.571476139912708277e+03,9.362814942907277782e+00,-1.053520343258391723e-01,9.257462908581437944e+00
3.000000000000000000e+01,6.593096062617445568e+03,8.200896715769374623e+00,2.939907535806079997e-01,8.494887469349983178e+00
3.000000000000000000e+01,6.614715985322181950e+03,7.167835989088473525e+00,4.911072957075971468e-01,7.658943284796071005e+00
3.000000000000000000e+01,6.636335908026917423e+03,6.251567545412342497e+00,-2.402566942263105743e-01,6.011310851186031812e+00
3.000000000000000000e+01,6.657955830731653805e+03,5.440846976854800232e+00,3.617509844459269042e-01,5.802597961300727469e+00
3.000000000000000000e+01,6.679575753436391096e+03,4.725236929117471618e+00,-7.755659757950683630e-02,4.647680331537964449e+00
3.000000000000000000e+01,6.701195676141127478e+03,4.095087101490719306e+00,-2.246716339162946330e-02,4.072619938099089509e+00
3.000000000000000000e+01,6.722815598845864770e+03,3.541508984172281771e+00,2.353194913128675569e-02,3.565040933303568416e+00
3.000000000000000000e+01,6.744435521550600242e+03,3.056346278372586767e+00,-2.980772955850461425e-01,2.758268982787540402e+00
3.000000000000000000e+01,6.766055444255336624e+03,2.632141895413468546e+00,1.100414378116605363e-01,2.742183333225129083e+00
3.000000000000000000e+01,6.787675366960073916e+03,2.262102371263509326e+00,-3.445943548998422479e-01,1.917508016363667078e+00
3.000000000000000000e+01,6.809295289664810298e+03,1.940060465381321819e+00,1.629999413304132894e-01,2.103060406711735109e+00
3.000000000000000000e+01,6.830915212369547589e+03,1.660436639926786029e+00,3.919144498459866677e-01,2.052351089772772585e+00
3.000000000000000000e+01,6.852535135074283971e+03,1.418200039639174292e+00,4.383911501808880340e-01,1.856591189820062215e+00
3.000000000000000000e+01,6.874155057779021263e+03,1.208829516035187623e+00,4.295359840119553629e-01,1.638365500047143097e+00
3.000000000000000000e+01,6.895774980483756735e+03,1.028275163789807323e+00,-2.411258291506692686e-01,7.871493346391380541e-01
3.000000000000000000e+01,6.917394903188493117e+03,8.729207637426057431e-01,-1.392906890691469890e-02,8.589916948356910442e-01
3.000000000000000000e+01,6.939014825893229499e+03,7.395474571009827969e-01,4.413670633542945421e-01,1.180914520455277339e+00
6.000000000000000000e+01,4.919209489599415065e+03,1.099131906854518093e+03,3.204358922673983257e-01,1.099452342746785462e+03
6.000000000000000000e+01,4.949952456940749471e+03,1.068827167670468043e+03,-4.533532092541026071e-02,1.068781832349542583e+03
6.000000000000000000e+01,4.980695424282083877e+03,1.038577147010127192e+03,4.584207969769055202e-01,1.039035567807104144e+03
6.000000000000000000e+01,5.011438391623418283e+03,1.008392155381713565e+03,2.361199477277967640e-01,1.008628275329441408e+03
6.000000000000000000e+01,5.042181358964751780e+03,9.782839201229990067e+02,-1.273491803911255271e-01,9.781565709426079138e+02
6.000000000000000000e+01,5.072924326306086186e+03,9.482656775495352122e+02,1.146951121528481110e-01,9.483803726616880567e+02
6.000000000000000000e+01,5.103667293647420593e+03,9.183522529962720000e+02,4.684916746120196818e-01,9.188207446708839825e+02
6.000000000000000000e+01,5.134410260988754999e+03,8.885601253907379942e+02,1.237416124656173233e-01,8.886838670032036589e+02
6.000000000000000000e+01,5.165153228330089405e+03,8.589074730303691467e+02,-1.747590158952956330e-01,8.587327140144737996e+02
6.000000000000000000e+01,5.195896195671423811e+03,8.294141973835412500e+02,-6.630713130748377981e-02,8.293478902522338103e+02
6.000000000000000000e+01,5.226639163012757308e+03,8.001019219982035793e+02,-4.217826960411138471e-01,7.996801393021625017e+02
6.000000000000000000e+01,5.257382130354091714e+03,7.709939639834819900e+02,-1.733981317383851417e-01,7.708205658517435950e+02
6.000000000000000000e+01,5.288125097695426120e+03,7.421152760232271248e+02,4.746641169784925340e-01,7.425899401402056128e+02
6.000000000000000000e+01,5.318868065036760527e+03,7.134923574758449831e+02,8.568618284829898624e-02,7.135780436586933320e+02
6.000000000000000000e+01,5.349611032378094933e+03,6.851531337972191977e+02,-8.307129397922952130e-02,6.850700625032400239e+02
6.000000000000000000e+01,5.380353999719429339e+03,6.571268042735437120e+02,-4.186835940333657469e-01,6.567081206795103299e+02
6.000000000000000000e+01,5.411096967060763745e+03,6.294436588454664161e+02,-4.645368329405252794e-02,6.293972051621723267e+02
6.000000000000000000e+01,5.441839934402098152e+03,6.021348656187228698e+02,4.805424595978072810e-01,6.026154080783206837e+02
6.000000000000000000e+01,5.472582901743431648e+03,5.752322314615421419e+02,4.435764061017846149e-01,5.756758078676439254e+02
6.000000000000000000e+01,5.503325869084766055e+03,5.487679388581691455e+02,1.130195254749064571e-01,5.488809583836440424e+02
6.000000000000000000e+01,5.534068836426100461e+03,5.227742628935320681e+02,-4.051199152405657866e-01,5.223691429782915066e+02
6.000000000000000000e+01,5.564811803767434867e+03,4.972832728610701452e+02,4.274652625612845869e-01,4.977107381236314154e+02
6.000000000000000000e+01,5.595554771108769273e+03,4.723265234921154843e+02,4.015255021232999599e-02,4.723666760423278106e+02
6.000000000000000000e+01,5.626297738450103679e+03,4.479347411824119263e+02,4.492956548697478736e-01,4.483840368372816556e+02
6.000000000000000000e+01,5.657040705791437176e+03,4.241375108259962872e+02,-7.020641145910544445e-02,4.240673044145372046e+02
6.000000000000000000e+01,5.687783673132771582e+03,4.009629689503835834e+02,2.622844163194175682e-01,4.012252533667029866e+02
6.000000000000000000e+01,5.718526640474105989e+03,3.784375087770240498e+02,-1.845258423674676074e-01,3.782529829346565862e+02
6.000000000000000000e+01,5.749269607815440395e+03,3.565855026101157819e+02,-2.068380929808085744e-01,3.563786645171349505e+02
6.000000000000000000e+01,5.780012575156774801e+03,3.354290465930776008e+02,4.012183241612926610e-01,3.358302649172388783e+02
6.000000000000000000e+01,5.810755542498109207e+03,3.149877323785558474e+02,1.337377934226887666e-01,3.151214701719785580e+02
6.000000000000000000e+01,5.841498509839443614e+03,2.952784496515969295e+02,-3.322243310524358728e-01,2.949462253205444995e+02
6.000000000000000000e+01,5.872241477180777110e+03,2.763152227476030021e+02,3.150871806185181478e-01,2.766303099282214930e+02
6.000000000000000000e+01,5.902984444522111517e+03,2.581090838397412881e+02,-3.923397675686129960e-01,2.577167440721726734e+02
6.000000000000000000e+01,5.933727411863445923e+03,2.406679843594693011e+02,-1.941346605173077666e-01,2.404738496989519945e+02
6.000000000000000000e+01,5.964470379204780329e+03,2.239967454838169942e+02,-2.703775969512193234e-01,2.237263678868657735e+02
6.000000000000000000e+01,5.995213346546114735e+03,2.080970476987927213e+02,2.381186464155555793e-01,2.083351663452082789e+02
6.000000000000000000e+01,6.025956313887448232e+03,1.929674586532191825e+02,3.815741789641394766e-01,1.933490328321833260e+02
6.000000000000000000e+01,6.056699281228782638e+03,1.786034977725280442e+02,2.337675324921550946e-01,1.788372653050201961e+02
6.000000000000000000e+01,6.087442248570117044e+03,1.649977354262446170e+02,8.905263677036268088e-02,1.650867880630149784e+02
6.000000000000000000e+01,6.118185215911451451e+03,1.521399238510584837e+02,4.454321656590204404e-01,1.525853560167174976e+02
6.000000000000000000e+01,6.148928183252784947e+03,1.400171565353980441e+02,2.127299269761012690e-01,1.402298864623741395e+02
6.000000000000000000e+01,6.179671150594119354e+03,1.286140523788671999e+02,-2.295723606908661729e-01,1.283844800181763333e+02
6.000000000000000000e+01,6.210414117935453760e+03,1.179129606552055520e+02,4.178534179443268437e-01,1.183308140731498810e+02
6.000000000000000000e+01,6.241157085276788166e+03,1.078941826308828240e+02,6.385346541468284176e-02,1.079580360962975050e+02
6.000000000000000000e+01,6.271900052618122572e+03,9.853620562032028829e+01,-7.510957077015123495e-02,9.846109604955013594e+01
6.000000000000000000e+01,6.302643019959456979e+03,8.981594528733512561e+01,-1.257785025760239650e-01,8.969016678475909998e+01
6.000000000000000000e+01,6.333385987300791385e+03,8.170899212227641328e+01,4.424882754586872968e-01,8.215148039773509936e+01
6.000000000000000000e+01,6.364128954642124882e+03,7.418985822535091756e+01,-3.369578450191528241e-01,7.385290038033176074e+01
6.000000000000000000e+01,6.394871921983460197e+03,6.723222079693414344e+01,3.162448917873850185e-02,6.726384528611288260e+01
6.000000000000000000e+01,6.425614889324792784e+03,6.080915906249765612e+01,1.741186337955735741e-02,6.082657092587721337e+01
6.000000000000000000e+01,6.456357856666127191e+03,5.489338173004534838e+01,1.409338918854702305e-01,5.503431562193081561e+01
6.000000000000000000e+01,6.487100824007461597e+03,4.945744247838320007e+01,2.634695062199252646e-01,4.972091198460312711e+01
6.000000000000000000e+01,6.517843791348796003e+03,4.447394139252583045e+01,-2.877322792058616407e-01,4.418620911331996837e+01
6.000000000000000000e+01,6.548586758690130409e+03,3.991571068603377626e+01,4.649136294511213574e-02,3.996220204897888806e+01
6.000000000000000000e+01,6.579329726031464816e+03,3.575598346837375630e+01,3.420417218843631035e-01,3.609802519025812018e+01
6.000000000000000000e+01,6.610072693372799222e+03,3.196854471882988946e+01,-9.314839851519196579e-02,3.187539632031469594e+01
6.000000000000000000e+01,6.640815660714133628e+03,2.852786400906813924e+01,-1.252435647247378547e-01,2.840262044434340183e+01
6.000000000000000000e+01,6.671558628055468034e+03,2.540920986756771072e+01,-1.376605722867956239e-01,2.527154929528091643e+01
6.000000000000000000e+01,6.702301595396802441e+03,2.258874599576529363e+01,-1.940139254528028268e-01,2.239473207031248947e+01
6.000000000000000000e+01,6.733044562738136847e+03,2.004360982436571703e+01,1.131506928038686910e-01,2.015676051716958739e+01
6.000000000000000000e+01,6.763787530079469434e+03,1.775197413685924630e+01,-4.830978023277794353e-01,1.726887633453146620e+01
6.000000000000000000e+01,6.794530497420805659e+03,1.569309268491650755e+01,-2.844293507395088128e-01,1.540866333417699963e+01
6.000000000000000000e+01,6.825273464762138246e+03,1.384733087752823621e+01,-3.020559904216095770e-01,1.354527488710662730e+01
6.000000000000000000e+01,6.856016432103472653e+03,1.219618274380871981e+01,4.640182185739833987e-01,1.266020096238270298e+01
6.000000000000000000e+01,6.886759399444807059e+03,1.072227545049400987e+01,4.044501470485565298e-01,1.112672559754256696e+01
6.000000000000000000e+01,6.917502366786141465e+03,9.409362702229600472e+00,-2.914279117837476063e-01,9.117934790445852755e+00
6.000000000000000000e+01,6.948245334127475871e+03,8.242308369042660843e+00,-3.975578939275467016e-01,7.844750475115113808e+00
6.000000000000000000e+01,6.978988301468810278e+03,7.207061674597554202e+00,2.167251679664670139e-01,7.423786842564020994e+00
6.000000000000000000e+01,7.009731268810144684e+03,6.290625244765521984e+00,3.697051471823908919e-01,6.660330391947912432e+00
6.000000000000000000e+01,7.040474236151479090e+03,5.481017262541314494e+00,-3.166422781220135096e-01,5.164374984419301207e+00
6.000000000000000000e+01,7.071217203492813496e+03,4.767228906236425701e+00,3.360740213523946140e-01,5.103302927588820204e+00
6.000000000000000000e+01,7.101960170834147902e+03,4.139178166733046282e+00,3.541690240383422728e-01,4.493347190771388888e+00
6.000000000000000000e+01,7.132703138175482309e+03,3.587661049866582630e+00,3.338297670665417716e-01,3.921490816933124179e+00
6.000000000000000000e+01,7.163446105516814896e+03,3.104301074726933507e+00,1.426293259523295776e-01,3.246930400679262974e+00
6.000000000000000000e+01,7.194189072858150212e+03,2.681497880658611166e+00,-4.362053948433789463e-01,2.245292485815232109e+00
6.000000000000000000e+01,7.224932040199483708e+03,2.312375657366175119e+00,1.736947822674469455e-01,2.486070439633622176e+00
6.000000000000000000e+01,7.255675007540818115e+03,1.990732015871472527e+00,1.304111194114954131e-01,2.121143135282967940e+00
6.000000000000000000e+01,7.286417974882152521e+03,1.710987824803844148e+00,4.221899134870260584e-01,2.133177738290870096e+00
6.000000000000000000e+01,7.317160942223486927e+03,1.468138447987648476e+00,2.666126467451788162e-01,1.734751094732827292e+00
6.000000000000000000e+01,7.347903909564821333e+03,1.257706736561395644e+00,2.818823040915049427e-01,1.539589040652900476e+00
6.000000000000000000e+01,7.378646876906155740e+03,1.075698052638088598e+00,3.926772576603090315e-01,1.468375310298397629e+00
9.000000000000000000e+01,4.709784184175492555e+03,1.315339187340970966e+03,3.721876659464313786e-01,1.315711375006917478e+03
9.000000000000000000e+01,4.747642914131473844e+03,1.278151580315772662e+03,-4.692323682157309994e-01,1.277682347947556991e+03
9.000000000000000000e+01,4.785501644087455134e+03,1.241036580096365469e+03,-4.703933577718310000e-01,1.240566186738593615e+03
9.000000000000000000e+01,4.823360374043437332e+03,1.204008346409275873e+03,-2.086634904874483665e-01,1.203799682918788449e+03
9.000000000000000000e+01,4.861219103999419531e+03,1.167083003856602772e+03,2.376922579337105157e-01,1.167320696114536531e+03
9.000000000000000000e+01,4.899077833955400820e+03,1.130278756799597431e+03,-3.967388333543021561e-01,1.129882017966243211e+03
9.000000000000000000e+01,4.936936563911383018e+03,1.093615982827993321e+03,-1.480775120491822916e-01,1.093467905315944108e+03
9.000000000000000000e+01,4.974795293867364308e+03,1.057117299940878183e+03,-2.455755366904452952e-01,1.056871724404187717e+03
9.000000000000000000e+01,5.012654023823346506e+03,1.020807602820310422e+03,-1.609673718443729307e-01,1.020646635448466100e+03
9.000000000000000000e+01,5.050512753779327795e+03,9.847140640192910723e+02,-4.457404080729365781e-02,9.846694899784837389e+02
9.000000000000000000e+01,5.088371483735309084e+03,9.488660965069202575e+02,-1.418167455009928801e-01,9.487242797614192114e+02
9.000000000000000000e+01,5.126230213691291283e+03,9.132952748032384989e+02,-9.335427980225208255e-02,9.132019205234362289e+02
9.000000000000000000e+01,5.164088943647273481e+03,8.780352128733456993e+02,-4.888110051073455420e-01,8.775464018682383767e+02
9.000000000000000000e+01,5.201947673603254771e+03,8.431213980065094802e+02,6.919481519290227034e-02,8.431905928217023529e+02
9.000000000000000000e+01,5.239806403559236969e+03,8.085909810465764167e+02,1.681231841046149089e-01,8.087591042306810323e+02
9.000000000000000000e+01,5.277665133515218258e+03,7.744825245254278343e+02,1.399923068957520389e-01,7.746225168323236403e+02
9.000000000000000000e+01,5.315523863471199547e+03,7.408357114389846174e+02,-3.404691719223033042e-01,7.404952422670622809e+02
9.000000000000000000e+01,5.353382593427181746e+03,7.076910185520264349e+02,-1.388981681328954609e-01,7.075521203838935662e+02
9.000000000000000000e+01,5.391241323383163035e+03,6.750893591811873193e+02,4.949305632591248783e-01,6.755842897444464370e+02
9.000000000000000000e+01,5.429100053339145234e+03,6.430717013457006033e+02,-3.755856886339842271e-01,6.426961156570665707e+02
9.000000000000000000e+01,5.466958783295126523e+03,6.116786679579263364e+02,4.255698495132144155e-01,6.121042378074395174e+02
9.000000000000000000e+01,5.504817513251108721e+03,5.809501263222709895e+02,-2.241723896272566074e-01,5.807259539326437334e+02
9.000000000000000000e+01,5.542676243207090920e+03,5.509247746008895774e+02,-8.945735901705975657e-02,5.508353172418725308e+02
9.000000000000000000e+01,5.580534973163072209e+03,5.216397330748741297e+02,4.686979559055894917e-01,5.221084310307796841e+02
9.000000000000000000e+01,5.618393703119053498e+03,4.931301479767453202e+02,1.410810737902659096e-01,4.932712290505355668e+02
9.000000000000000000e+01,5.656252433075035697e+03,4.654288153984139171e+02,4.810854528617193315e-01,4.659099008512756086e+02
9.000000000000000000e+01,5.694111163031016986e+03,4.385658323010493405e+02,8.387032978639419323e-02,4.386497026308357476e+02
9.000000000000000000e+01,5.731969892986999184e+03,4.125682809893901322e+02,-4.025026013116613788e-01,4.121657783880784791e+02
9.000000000000000000e+01,5.769828622942980473e+03,3.874599525891253506e+02,-8.987474737944878278e-02,3.873700778417459105e+02
9.000000000000000000e+01,5.807687352898961763e+03,3.632611141125330505e+02,3.077502876308129132e-01,3.635688644001638750e+02
9.000000000000000000e+01,5.845546082854944871e+03,3.399883226490969719e+02,2.599855300658835411e-01,3.402483081791628479e+02
9.000000000000000000e+01,5.883404812810926160e+03,3.176542891098324617e+02,-1.071736929843741803e-01,3.175471154168481007e+02
9.000000000000000000e+01,5.921263542766907449e+03,2.962677928228895325e+02,-5.467776417272085521e-02,2.962131150587168236e+02
9.000000000000000000e+01,5.959122272722888738e+03,2.758336471585580512e+02,4.459545114641967345e-01,2.762796016700222594e+02
9.000000000000000000e+01,5.996981002678870937e+03,2.563527152865217431e+02,-1.577938886510799055e-02,2.563369358976566446e+02
9.000000000000000000e+01,6.034839732634853135e+03,2.378219741662728666e+02,4.765732281444103879e-01,2.382985473944172838e+02
9.000000000000000000e+01,6.072698462590835334e+03,2.202346239675421202e+02,1.983959321134127762e-01,2.204330198996555339e+02
9.000000000000000000e+01,6.110557192546816623e+03,2.035802393313556422e+02,-2.509954713398619974e-01,2.033292438600157936e+02
9.000000000000000000e+01,6.148415922502797912e+03,1.878449582283183190e+02,-2.379306959664927446e-01,1.876070275323518217e+02
9.000000000000000000e+01,6.186274652458780110e+03,1.730117036581764296e+02,4.627025034639289380e-01,1.734744061616403599e+02
9.000000000000000000e+01,6.224133382414761400e+03,1.590604330676133031e+02,4.121494902134120730e-01,1.594725825578267120e+02
9.000000000000000000e+01,6.261992112370742689e+03,1.459684101406373884e+02,-2.787312859502438789e-01,1.456896788546871448e+02
9.000000000000000000e+01,6.299850842326724887e+03,1.337104935325680799e+02,1.290809406010061666e-01,1.338395744731690797e+02
9.000000000000000000e+01,6.337709572282706176e+03,1.222594371652965037e+02,1.719838661935807478e-01,1.224314210314900890e+02
9.000000000000000000e+01,6.375568302238687465e+03,1.115861968660660750e+02,-1.564628719729510564e-02,1.115705505788687759e+02
9.000000000000000000e+01,6.413427032194668755e+03,1.016602383998128971e+02,1.979762246172889206e-02,1.016800360222746207e+02
9.000000000000000000e+01,6.451285762150651863e+03,9.244984229981650969e+01,4.202592515728229561e-01,9.287010155138933953e+01
9.000000000000000000e+01,6.489144492106633152e+03,8.392240132594452007e+01,3.231297233730724416e-01,8.424553104931759151e+01
9.000000000000000000e+01,6.527003222062615350e+03,7.604470685657452123e+01,2.252838221604785973e-01,7.626999067873499882e+01
9.000000000000000000e+01,6.564861952018596639e+03,6.878322103227401385e+01,-4.030164639756022016e-01,6.838020456829841009e+01
9.000000000000000000e+01,6.602720681974577928e+03,6.210433200020020195e+01,-3.925677109631620088e-02,6.206507522910388275e+01
9.000000000000000000e+01,6.640579411930561037e+03,5.597459014298738111e+01,1.310503060203416226e-05,5.597460324801798492e+01
9.000000000000000000e+01,6.678438141886542326e+03,5.036092370111452965e+01,-4.981914408515032422e-01,4.986273226026302297e+01
9.000000000000000000e+01,6.716296871842524524e+03,4.523083270185793481e+01,3.439681310956776983e-02,4.526522951496750125e+01
9.000000000000000000e+01,6.754155601798505813e+03,4.055256058125064555e+01,-2.301034813244967614e-01,4.032245709992614735e+01
9.000000000000000000e+01,6.792014331754487102e+03,3.629524332030325695e+01,1.870427975641055784e-01,3.648228611786736053e+01
9.000000000000000000e+01,6.829873061710469301e+03,3.242903630738840093e+01,-4.824889403628564999e-01,3.194654736702554487e+01
9.000000000000000000e+01,6.867731791666450590e+03,2.892521948143678401e+01,-2.195411612162511128e-01,2.870567832022053167e+01
9.000000000000000000e+01,6.905590521622431879e+03,2.575628160322389704e+01,-1.164734572584524841e-02,2.574463425749805268e+01
9.000000000000000000e+01,6.943449251578413168e+03,2.289598474417238094e+01,8.526820186921679756e-02,2.298125294604159663e+01
9.000000000000000000e+01,6.981307981534395367e+03,2.031941027457395421e+01,-2.945892555860433193e-01,2.002482101898791100e+01
9.000000000000000000e+01,7.019166711490376656e+03,1.800298777799184791e+01,-2.800229093231879629e-01,1.772296486866866161e+01
9.000000000000000000e+01,7.057025441446359764e+03,1.592450841874887146e+01,-3.811736402125118772e-01,1.554333477853635870e+01
9.000000000000000000e+01,7.094884171402341053e+03,1.406312434861928296e+01,-3.676816388760999477e-01,1.369544270974318323e+01
9.000000000000000000e+01,7.132742901358322342e+03,1.239933576116783343e+01,4.492329566227880600e-01,1.284856871779062182e+01
9.000000000000000000e+01,7.170601631314304541e+03,1.091496719221930789e+01,-2.205190378631027848e-01,1.069444815435620555e+01
9.000000000000000000e+01,7.208460361270285830e+03,9.593134627275446746e+00,3.245382518811640304e-01,9.917672879156610222e+00
9.000000000000000000e+01,7.246319091226268938e+03,8.418204915985938896e+00,-1.045011495701417825e-01,8.313703766415796892e+00
